2022-03-31 21:22:24,375 INFO     [run_moose.py:53] ****************************************************************************************************
2022-03-31 21:22:24,376 INFO     [run_moose.py:54]                                      STARTING MOOSE V.1.0                                           
2022-03-31 21:22:24,376 INFO     [run_moose.py:55] ****************************************************************************************************
2022-03-31 21:22:24,376 INFO     [run_moose.py:58]  
2022-03-31 21:22:24,376 INFO     [run_moose.py:59] INPUT ARGUMENTS
2022-03-31 21:22:24,376 INFO     [run_moose.py:60] ------------------
2022-03-31 21:22:24,376 INFO     [run_moose.py:61] - Main folder: /home/kyloren/Documents/Projects/MOOSE/Test
2022-03-31 21:22:24,376 INFO     [run_moose.py:62] - Error analysis: True[1 = True, 0 = False]
2022-03-31 21:22:24,376 INFO     [run_moose.py:63] - Total number of subjects to MOOSE: 2
2022-03-31 21:22:24,376 INFO     [run_moose.py:64]  
2022-03-31 21:22:24,376 INFO     [run_moose.py:71] :::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
2022-03-31 21:22:24,376 INFO     [run_moose.py:72] - Working folder: /home/kyloren/Documents/Projects/MOOSE/Test/10001
2022-03-31 21:22:24,376 INFO     [run_moose.py:74] - Processing subject:  10001
2022-03-31 21:22:24,376 INFO     [run_moose.py:76] - Number of folders in subject 10001: 2
2022-03-31 21:22:24,376 INFO     [run_moose.py:77] - Folder names: ['/home/kyloren/Documents/Projects/MOOSE/Test/10001/AC_CT_1.2.752.37.47.345051852996.20220311.1441.5.430761', '/home/kyloren/Documents/Projects/MOOSE/Test/10001/PET_WB_CORRECTED_1.2.752.37.47.345051852996.20220311.1441.5.430763']
2022-03-31 21:22:24,376 INFO     [run_moose.py:78] :::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::
2022-03-31 21:22:24,376 INFO     [run_moose.py:79]  
2022-03-31 21:22:24,376 INFO     [imageIO.py:95] Converting DICOM images in /home/kyloren/Documents/Projects/MOOSE/Test/10001 to NIFTI
2022-03-31 21:22:25,101 INFO     [imageIO.py:100] Conversion from DICOM to NIFTI done
2022-03-31 21:22:25,103 INFO     [run_moose.py:87] Looking for modality type and organising the files accordingly
2022-03-31 21:22:25,103 INFO     [run_moose.py:122] Both PET and CT data found in folder /home/kyloren/Documents/Projects/MOOSE/Test/10001, MOOSE will construct the full tissue atlas (n=120) based on both PET and CT data
2022-03-31 21:22:25,104 INFO     [run_moose.py:128] Initiating PET/CT segmentation protocols
2022-03-31 21:22:25,104 INFO     [run_moose.py:133] Output folder: /home/kyloren/Documents/Projects/MOOSE/Test/10001/labels
2022-03-31 21:22:25,508 INFO     [inferenceEngine.py:70] CT image to be segmented: /home/kyloren/Documents/Projects/MOOSE/Test/10001/CT/10001_PETCT_AC_FDG_20080422145617_2_0000\.nii\.gz
2022-03-31 21:22:25,508 INFO     [inferenceEngine.py:71] Output directory: /home/kyloren/Documents/Projects/MOOSE/Test/10001/labels
2022-03-31 21:22:25,508 INFO     [inferenceEngine.py:73] Segmenting abdominal organs...
2022-03-31 21:32:32,575 INFO     [inferenceEngine.py:77] Initiating post processing of abdominal organs...
2022-03-31 21:32:36,383 INFO     [inferenceEngine.py:80] - Removing skeleton...replacing skeleton intensity (12) with 0
2022-03-31 21:32:36,383 INFO     [inferenceEngine.py:81] - Replacing lung intensity (13) with 12
2022-03-31 21:32:36,383 INFO     [inferenceEngine.py:82] Abdominal organs segmented and saved in /home/kyloren/Documents/Projects/MOOSE/Test/10001/labels/Organs_10001_PETCT_AC_FDG_20080422145617_2.nii.gz
2022-03-31 21:32:36,383 INFO     [inferenceEngine.py:84] Segmenting Bones...
2022-03-31 21:43:59,578 INFO     [inferenceEngine.py:92] Bones segmented and saved in /home/kyloren/Documents/Projects/MOOSE/Test/10001/labels/Bones_10001_PETCT_AC_FDG_20080422145617_2.nii.gz
2022-03-31 21:43:59,579 INFO     [inferenceEngine.py:94] Segmenting skeletal muscle, subcutaneous and visceral fat...
2022-03-31 21:48:41,072 INFO     [inferenceEngine.py:103] Fat-Muscle segmented and saved in /home/kyloren/Documents/Projects/MOOSE/Test/10001/labels/Fat-Muscle_10001_PETCT_AC_FDG_20080422145617_2.nii.gz
2022-03-31 21:48:41,073 INFO     [inferenceEngine.py:105] Segmenting psoas and assigning the right label intensity...
2022-03-31 21:52:41,275 INFO     [inferenceEngine.py:115] Psoas segmented and saved in /home/kyloren/Documents/Projects/MOOSE/Test/10001/labels/Psoas_10001_PETCT_AC_FDG_20080422145617_2.nii.gz
2022-03-31 21:52:41,275 INFO     [postprocess.py:46] Post processing of the segmented CT image...
2022-03-31 21:52:41,275 INFO     [postprocess.py:47] - Removing overlays of organs from Bone segmentation
2022-03-31 21:52:49,022 INFO     [postprocess.py:51] - Removing overlays of organs from fat-muscle segmentation
2022-03-31 21:52:57,132 INFO     [postprocess.py:55] - Removing overlays of organs from Psoas segmentation
2022-03-31 21:53:05,028 INFO     [postprocess.py:60] - Removing overlays of Bones from fat-muscle segmentation
2022-03-31 21:53:13,058 INFO     [postprocess.py:64] - Removing overlays of Bones from Psoas segmentation
2022-03-31 21:53:21,053 INFO     [postprocess.py:68] - Removing overlays of Psoas from fat-muscle segmentation
2022-03-31 21:53:29,151 INFO     [postprocess.py:72] Post processing of segmented CT image done
2022-03-31 21:53:29,151 INFO     [inferenceEngine.py:117] Merging all non-cerebral tissues segmented from CT...
